Namespace(batch_size=4, checkpoint='', checkpoint_dir='checkpoints', data_list='train_pairs.txt', datamode='train', dataroot='data', decay_step=100000, display_count=20, fine_height=256, fine_width=192, gpu_ids='0', grid_size=5, keep_step=100000, lr=0.0001, name='gmm_train_new', radius=5, save_count=5000, shuffle=True, stage='GMM', tensorboard_dir='tensorboard', workers=0)
Start to train stage: GMM, named: gmm_train_new!
initialization method [normal]
initialization method [normal]
step:       20, time: 0.658, loss: 0.097379
step:     2240, time: 0.646, loss: 0.152163
step:     2260, time: 0.649, loss: 0.105984
step:     2280, time: 0.657, loss: 0.095153
step:     2300, time: 0.646, loss: 0.133919
step:     2320, time: 0.644, loss: 0.090857
step:     2340, time: 0.638, loss: 0.187421
step:     2360, time: 0.642, loss: 0.170964
step:     2380, time: 0.646, loss: 0.096834
step:     2400, time: 0.676, loss: 0.126242
step:     2420, time: 0.640, loss: 0.111709
step:     2440, time: 0.629, loss: 0.079313
step:     2460, time: 0.641, loss: 0.171375
step:     2480, time: 0.675, loss: 0.210398
step:     2500, time: 0.658, loss: 0.101722
step:     2520, time: 0.640, loss: 0.142578
step:     2540, time: 0.662, loss: 0.108389
step:     2560, time: 0.665, loss: 0.147485
step:     2580, time: 0.636, loss: 0.061592
step:     2600, time: 0.622, loss: 0.049708
step:     2620, time: 0.654, loss: 0.126642
step:     2640, time: 0.647, loss: 0.072867
step:     2660, time: 0.632, loss: 0.044263
step:     2680, time: 0.644, loss: 0.056513
step:     2700, time: 0.619, loss: 0.107840
step:     2720, time: 0.629, loss: 0.101071
step:     2740, time: 0.676, loss: 0.076992
step:     2760, time: 0.640, loss: 0.094678
step:     2780, time: 0.660, loss: 0.091054
step:     2800, time: 0.641, loss: 0.126008
step:     2820, time: 0.663, loss: 0.144006
step:     2840, time: 0.640, loss: 0.095843
step:     2860, time: 0.668, loss: 0.169200
step:     2880, time: 0.641, loss: 0.113437
step:     2900, time: 0.641, loss: 0.107982
step:     2920, time: 0.655, loss: 0.164653
step:     2940, time: 0.660, loss: 0.132028
step:     2960, time: 0.631, loss: 0.061118
step:     2980, time: 0.646, loss: 0.075597
step:     3000, time: 0.646, loss: 0.136755
step:     3020, time: 0.652, loss: 0.085537
step:     3040, time: 0.653, loss: 0.073618
step:     3060, time: 0.653, loss: 0.098824
step:     3080, time: 0.606, loss: 0.055564
step:     3100, time: 0.637, loss: 0.096085
step:     3120, time: 0.672, loss: 0.113018
step:     3140, time: 0.641, loss: 0.130745
step:     3160, time: 0.629, loss: 0.079385
step:     3180, time: 0.639, loss: 0.085254
step:     3200, time: 0.635, loss: 0.085454
step:     3220, time: 0.653, loss: 0.115335
step:     3240, time: 0.657, loss: 0.055925
step:     3260, time: 0.657, loss: 0.095101
step:     3280, time: 0.641, loss: 0.082980
step:     3300, time: 0.659, loss: 0.121071
step:     3320, time: 0.630, loss: 0.060163
step:     3340, time: 0.671, loss: 0.147240
step:     3360, time: 0.650, loss: 0.073052
step:     3380, time: 0.658, loss: 0.091025
step:     3400, time: 0.617, loss: 0.084151
step:     3420, time: 0.632, loss: 0.069335
step:     3440, time: 0.642, loss: 0.091243
step:     3460, time: 0.644, loss: 0.056053
step:     3480, time: 0.635, loss: 0.068037
step:     3500, time: 0.640, loss: 0.162069
step:     3520, time: 0.647, loss: 0.083413
step:     3540, time: 0.637, loss: 0.087420
step:     3560, time: 0.682, loss: 0.117717
step:     3580, time: 0.645, loss: 0.083970
step:     3600, time: 0.657, loss: 0.128854
step:     3620, time: 0.633, loss: 0.118510
step:     3640, time: 0.628, loss: 0.105732
step:     3660, time: 0.653, loss: 0.081424
step:     3680, time: 0.631, loss: 0.113517
step:     3700, time: 0.629, loss: 0.074341
step:     3720, time: 0.644, loss: 0.066293
step:     3740, time: 0.652, loss: 0.107347
step:     3760, time: 0.674, loss: 0.124651
step:     3780, time: 0.640, loss: 0.072200
step:     3800, time: 0.616, loss: 0.137370
step:     3820, time: 0.647, loss: 0.112282
step:     3840, time: 0.665, loss: 0.110853
step:     3860, time: 0.617, loss: 0.056720
step:     3880, time: 0.625, loss: 0.121149
step:     3900, time: 0.667, loss: 0.135216
step:     3920, time: 0.653, loss: 0.102121
step:     3940, time: 0.667, loss: 0.126959
step:     3960, time: 0.645, loss: 0.066668
step:     3980, time: 0.662, loss: 0.160925
step:     4000, time: 0.607, loss: 0.058429
step:     4020, time: 0.660, loss: 0.085967
step:     4040, time: 0.629, loss: 0.096815
step:     4060, time: 0.658, loss: 0.080919
step:     4080, time: 0.659, loss: 0.104944
step:     4100, time: 0.655, loss: 0.102107
step:     4120, time: 0.635, loss: 0.105012
step:     4140, time: 0.629, loss: 0.112040
step:     4160, time: 0.658, loss: 0.105917
step:     4180, time: 0.663, loss: 0.089176
step:     4200, time: 0.637, loss: 0.082650
step:     4220, time: 0.667, loss: 0.084495
step:     4240, time: 0.649, loss: 0.102466
step:     4260, time: 0.676, loss: 0.097550
step:     4280, time: 0.652, loss: 0.107015
step:     4300, time: 0.635, loss: 0.087584
step:     4320, time: 0.624, loss: 0.114465
step:     4340, time: 0.648, loss: 0.120914
step:     4360, time: 0.638, loss: 0.123185
step:     4380, time: 0.637, loss: 0.113147
step:     4400, time: 0.629, loss: 0.141985
step:     4420, time: 0.625, loss: 0.114546
step:     4440, time: 0.624, loss: 0.096929
step:     4460, time: 0.632, loss: 0.159695
step:     4480, time: 0.647, loss: 0.076022
step:     4500, time: 0.634, loss: 0.131426
step:     4520, time: 0.639, loss: 0.097984
step:     4540, time: 0.659, loss: 0.092109
step:     4560, time: 0.629, loss: 0.080950
step:     4580, time: 0.642, loss: 0.097266
step:     4600, time: 0.635, loss: 0.113441
step:     4620, time: 0.638, loss: 0.057757
step:     4640, time: 0.658, loss: 0.115352
step:     4660, time: 0.661, loss: 0.099711
step:     4680, time: 0.664, loss: 0.138453
step:     4700, time: 0.661, loss: 0.099798
step:     4720, time: 0.648, loss: 0.135469
step:     4740, time: 0.646, loss: 0.088441
step:     4760, time: 0.654, loss: 0.090422
step:     4780, time: 0.645, loss: 0.073178
step:     4800, time: 0.656, loss: 0.077230
step:     4820, time: 0.647, loss: 0.106376
step:     4840, time: 0.670, loss: 0.083520
step:     4860, time: 0.648, loss: 0.078971
step:     4880, time: 0.633, loss: 0.065806
step:     4900, time: 0.666, loss: 0.122115
step:     4920, time: 0.626, loss: 0.106863
step:     4940, time: 0.627, loss: 0.085650
step:     4960, time: 0.685, loss: 0.119035
step:     4980, time: 0.647, loss: 0.111924
step:     5000, time: 0.647, loss: 0.109371
step:     5020, time: 0.658, loss: 0.134877
step:     5040, time: 0.647, loss: 0.087998
step:     5060, time: 0.662, loss: 0.205232
step:     5080, time: 0.648, loss: 0.072267
step:     5100, time: 0.618, loss: 0.050868
step:     5120, time: 0.640, loss: 0.082846
step:     5140, time: 0.651, loss: 0.093254
step:     5160, time: 0.636, loss: 0.087470
step:     5180, time: 0.645, loss: 0.113330
step:     5200, time: 0.677, loss: 0.143458
step:     5220, time: 0.645, loss: 0.055978
step:     5240, time: 0.655, loss: 0.160567
step:     5260, time: 0.628, loss: 0.090869
step:     5280, time: 0.670, loss: 0.068199
step:     5300, time: 0.634, loss: 0.101989
step:     5320, time: 0.637, loss: 0.126046
step:     5340, time: 0.665, loss: 0.138407
step:     5360, time: 0.617, loss: 0.099737
step:     5380, time: 0.648, loss: 0.154858
step:     5400, time: 0.649, loss: 0.083892
step:     5420, time: 0.647, loss: 0.091088
step:     5440, time: 0.645, loss: 0.105411
step:     5460, time: 0.616, loss: 0.048741
step:     5480, time: 0.664, loss: 0.080585
step:     5500, time: 0.659, loss: 0.094505
step:     5520, time: 0.636, loss: 0.080902
step:     5540, time: 0.687, loss: 0.225839
step:     5560, time: 0.646, loss: 0.087483
step:     5580, time: 0.656, loss: 0.120519
step:     5600, time: 0.668, loss: 0.091088
step:     5620, time: 0.637, loss: 0.099662
step:     5640, time: 0.673, loss: 0.301757
step:     5660, time: 0.631, loss: 0.130780
step:     5680, time: 0.671, loss: 0.093152
step:     5700, time: 0.648, loss: 0.101362
step:     5720, time: 0.642, loss: 0.059626
step:     5740, time: 0.625, loss: 0.092624
step:     5760, time: 0.636, loss: 0.134716
step:     5780, time: 0.629, loss: 0.139566
step:     5800, time: 0.653, loss: 0.073291
step:     5820, time: 0.708, loss: 0.079526
step:     5840, time: 0.664, loss: 0.089452
step:     5860, time: 0.638, loss: 0.080749
step:     5880, time: 0.653, loss: 0.095039
step:     5900, time: 0.627, loss: 0.110125
step:     5920, time: 0.630, loss: 0.099875
step:     5940, time: 0.647, loss: 0.088960
step:     5960, time: 0.673, loss: 0.097626
step:     5980, time: 0.650, loss: 0.082866
step:     6000, time: 0.662, loss: 0.119526
step:     6020, time: 0.650, loss: 0.067492
step:     6040, time: 0.646, loss: 0.076770
step:     6060, time: 0.636, loss: 0.102991
step:     6080, time: 0.663, loss: 0.116840
step:     6100, time: 0.661, loss: 0.110606
step:     6120, time: 0.629, loss: 0.065666
step:     6140, time: 0.666, loss: 0.060264
step:     6160, time: 0.635, loss: 0.058113
step:     6180, time: 0.625, loss: 0.077976
step:     6200, time: 0.646, loss: 0.087314
step:     6220, time: 0.676, loss: 0.114749
step:     6240, time: 0.657, loss: 0.078772
step:     6260, time: 0.663, loss: 0.116665
step:     6280, time: 0.677, loss: 0.116802
step:     6300, time: 0.667, loss: 0.091971
step:     6320, time: 0.647, loss: 0.071410
step:     6340, time: 0.634, loss: 0.109380
step:     6360, time: 0.648, loss: 0.070048
step:     6380, time: 0.651, loss: 0.038061
step:     6400, time: 0.651, loss: 0.071387
step:     6420, time: 0.648, loss: 0.048052
step:     6440, time: 0.683, loss: 0.115314
step:     6460, time: 0.656, loss: 0.113533
step:     6480, time: 0.667, loss: 0.124711
step:     6500, time: 0.637, loss: 0.073951
step:     6520, time: 0.637, loss: 0.085252
step:     6540, time: 0.638, loss: 0.101210
step:     6560, time: 0.633, loss: 0.035274
step:     6580, time: 0.661, loss: 0.114329
step:     6600, time: 0.642, loss: 0.111753
step:     6620, time: 0.659, loss: 0.115016
step:     6640, time: 0.637, loss: 0.080201
step:     6660, time: 0.628, loss: 0.107243
step:     6680, time: 0.636, loss: 0.110784
step:     6700, time: 0.637, loss: 0.080487
step:     6720, time: 0.626, loss: 0.077297
step:     6740, time: 0.657, loss: 0.109928
step:     6760, time: 0.649, loss: 0.117934
step:     6780, time: 0.654, loss: 0.139376
step:     6800, time: 0.635, loss: 0.085858
step:     6820, time: 0.701, loss: 0.136689
step:     6840, time: 0.659, loss: 0.064879
step:     6860, time: 0.646, loss: 0.074450
step:     6880, time: 0.640, loss: 0.093166
step:     6900, time: 0.685, loss: 0.100783
step:     6920, time: 0.638, loss: 0.089053
step:     6940, time: 0.660, loss: 0.063840
step:     6960, time: 0.637, loss: 0.111143
step:     6980, time: 0.660, loss: 0.140429
step:     7000, time: 0.624, loss: 0.056842
step:     7020, time: 0.642, loss: 0.076354
step:     7040, time: 0.642, loss: 0.142530
step:     7060, time: 0.637, loss: 0.096347
step:     7080, time: 0.646, loss: 0.112589
step:     7100, time: 0.661, loss: 0.070995
step:     7120, time: 0.640, loss: 0.059194
step:     7140, time: 0.659, loss: 0.079125
step:     7160, time: 0.652, loss: 0.098558
step:     7180, time: 0.632, loss: 0.071506
step:     7200, time: 0.651, loss: 0.064742
step:     7220, time: 0.671, loss: 0.075618
step:     7240, time: 0.650, loss: 0.088610
step:     7260, time: 0.637, loss: 0.119344
step:     7280, time: 0.654, loss: 0.115052
step:     7300, time: 0.638, loss: 0.080830
step:     7320, time: 0.639, loss: 0.146086
step:     7340, time: 0.657, loss: 0.098579
step:     7360, time: 0.691, loss: 0.102713
step:     7380, time: 0.661, loss: 0.108491
step:     7400, time: 0.649, loss: 0.098114
step:     7420, time: 0.625, loss: 0.061036
step:     7440, time: 0.670, loss: 0.120586
step:     7460, time: 0.636, loss: 0.091820
step:     7480, time: 0.670, loss: 0.116794
step:     7500, time: 0.632, loss: 0.086662
step:     7520, time: 0.622, loss: 0.077904
step:     7540, time: 0.618, loss: 0.068660
step:     7560, time: 0.653, loss: 0.095901
step:     7580, time: 0.615, loss: 0.081564
step:     7600, time: 0.654, loss: 0.108340
step:     7620, time: 0.646, loss: 0.076529
step:     7640, time: 0.640, loss: 0.077327
step:     7660, time: 0.669, loss: 0.065174
step:     7680, time: 0.667, loss: 0.127432
step:     7700, time: 0.664, loss: 0.093155
step:     7720, time: 0.655, loss: 0.068063
step:     7740, time: 0.635, loss: 0.058419
step:     7760, time: 0.637, loss: 0.084586
step:     7780, time: 0.660, loss: 0.083274
step:     7800, time: 0.666, loss: 0.109393
step:     7820, time: 0.642, loss: 0.065719
step:     7840, time: 0.629, loss: 0.099669
step:     7860, time: 0.755, loss: 0.079202
step:     7880, time: 0.649, loss: 0.127057
step:     7900, time: 0.630, loss: 0.088302
step:     7920, time: 0.660, loss: 0.111954
step:     7940, time: 0.655, loss: 0.080063
step:     7960, time: 0.655, loss: 0.086237
step:     7980, time: 0.648, loss: 0.062028
step:     8000, time: 0.655, loss: 0.089727
step:     8020, time: 0.649, loss: 0.069962
step:     8040, time: 0.630, loss: 0.086194
step:     8060, time: 0.647, loss: 0.073629
step:     8080, time: 0.666, loss: 0.103794
step:     8100, time: 0.634, loss: 0.096843
step:     8120, time: 0.663, loss: 0.090189
step:     8140, time: 0.805, loss: 0.089113
step:     8160, time: 0.625, loss: 0.044700
step:     8180, time: 0.650, loss: 0.106447
step:     8200, time: 0.654, loss: 0.259691
step:     8220, time: 0.643, loss: 0.094296
step:     8240, time: 0.646, loss: 0.121299
step:     8260, time: 0.642, loss: 0.070826
step:     8280, time: 0.652, loss: 0.064723
step:     8300, time: 0.638, loss: 0.043867
step:     8320, time: 0.649, loss: 0.100151
step:     8340, time: 0.635, loss: 0.095103
step:     8360, time: 0.653, loss: 0.079181
step:     8380, time: 0.655, loss: 0.106994
step:     8400, time: 0.612, loss: 0.072514
step:     8420, time: 0.628, loss: 0.074338
step:     8440, time: 0.617, loss: 0.084432
step:     8460, time: 0.622, loss: 0.073027
step:     8480, time: 0.644, loss: 0.154313
step:     8500, time: 0.657, loss: 0.078523
step:     8520, time: 0.634, loss: 0.073811
step:     8540, time: 0.659, loss: 0.134758
step:     8560, time: 0.645, loss: 0.090512
step:     8580, time: 0.637, loss: 0.068888
step:     8600, time: 0.641, loss: 0.162706
step:     8620, time: 0.640, loss: 0.062875
step:     8640, time: 0.637, loss: 0.056461
step:     8660, time: 0.616, loss: 0.046121
step:     8680, time: 0.648, loss: 0.078518
step:     8700, time: 0.648, loss: 0.090073
step:     8720, time: 0.664, loss: 0.080650
step:     8740, time: 0.635, loss: 0.076605
step:     8760, time: 0.644, loss: 0.144127
step:     8780, time: 0.668, loss: 0.107891
step:     8800, time: 0.654, loss: 0.104932
step:     8820, time: 0.666, loss: 0.087181
step:     8840, time: 0.635, loss: 0.095154
step:     8860, time: 0.677, loss: 0.154859
step:     8880, time: 0.630, loss: 0.057831
step:     8900, time: 0.681, loss: 0.102156
step:     8920, time: 0.677, loss: 0.128678
step:     8940, time: 0.654, loss: 0.103453
step:     8960, time: 0.637, loss: 0.071548
step:     8980, time: 0.628, loss: 0.060349
step:     9000, time: 0.653, loss: 0.102195
step:     9020, time: 0.675, loss: 0.083225
step:     9040, time: 0.693, loss: 0.163618
step:     9060, time: 0.632, loss: 0.102021
step:     9080, time: 0.650, loss: 0.096360
step:     9100, time: 0.612, loss: 0.057683
step:     9120, time: 0.635, loss: 0.079062
step:     9140, time: 0.667, loss: 0.052154
step:     9160, time: 0.643, loss: 0.035882
step:     9180, time: 0.603, loss: 0.103702
step:     9200, time: 0.638, loss: 0.123426
step:     9220, time: 0.649, loss: 0.067177
step:     9240, time: 0.654, loss: 0.112989
step:     9260, time: 0.647, loss: 0.088559
step:     9280, time: 0.633, loss: 0.077762
step:     9300, time: 0.648, loss: 0.078961
step:     9320, time: 0.653, loss: 0.092536
step:     9340, time: 0.663, loss: 0.091070
step:     9360, time: 0.635, loss: 0.077268
step:     9380, time: 0.625, loss: 0.049835
step:     9400, time: 0.629, loss: 0.054439
step:     9420, time: 0.648, loss: 0.066508
step:     9440, time: 0.650, loss: 0.094957
step:     9460, time: 0.627, loss: 0.040508
step:     9480, time: 0.655, loss: 0.125919
step:     9500, time: 0.647, loss: 0.098083
step:     9520, time: 0.634, loss: 0.086126
step:     9540, time: 0.667, loss: 0.116125
step:     9560, time: 0.661, loss: 0.129445
step:     9580, time: 0.632, loss: 0.073429
step:     9600, time: 0.617, loss: 0.049031
step:     9620, time: 0.664, loss: 0.099587
step:     9640, time: 0.618, loss: 0.056585
step:     9660, time: 0.650, loss: 0.054983
step:     9680, time: 0.634, loss: 0.108057
step:     9700, time: 0.690, loss: 0.101296
step:     9720, time: 0.648, loss: 0.086576
step:     9740, time: 0.654, loss: 0.070157
step:     9760, time: 0.664, loss: 0.070868
step:     9780, time: 0.683, loss: 0.120586
step:     9800, time: 0.653, loss: 0.046356
step:     9820, time: 0.642, loss: 0.100670
step:     9840, time: 0.649, loss: 0.077173
step:     9860, time: 0.656, loss: 0.085438
step:     9880, time: 0.654, loss: 0.144914
step:     9900, time: 0.681, loss: 0.125297
step:     9920, time: 0.616, loss: 0.034460
step:     9940, time: 0.636, loss: 0.123215
step:     9960, time: 0.661, loss: 0.116282
step:     9980, time: 0.627, loss: 0.063459
step:    10000, time: 0.651, loss: 0.072205
step:    10020, time: 0.651, loss: 0.158283
step:    10040, time: 0.631, loss: 0.167604
step:    10060, time: 0.664, loss: 0.127976
step:    10080, time: 0.625, loss: 0.059334
step:    10100, time: 0.668, loss: 0.087588
step:    10120, time: 0.639, loss: 0.102088
step:    10140, time: 0.647, loss: 0.120868
step:    10160, time: 0.625, loss: 0.060711
step:    10180, time: 0.639, loss: 0.084036
step:    10200, time: 0.665, loss: 0.093029
step:    10220, time: 0.631, loss: 0.078935
step:    10240, time: 0.629, loss: 0.075583
step:    10260, time: 0.638, loss: 0.095559
step:    10280, time: 0.647, loss: 0.066253
step:    10300, time: 0.639, loss: 0.057712
step:    10320, time: 0.668, loss: 0.102797
step:    10340, time: 0.625, loss: 0.055828
step:    10360, time: 0.694, loss: 0.093838
step:    10380, time: 0.640, loss: 0.051999
step:    10400, time: 0.670, loss: 0.078375
step:    10420, time: 0.668, loss: 0.088996
step:    10440, time: 0.675, loss: 0.079390
step:    10460, time: 0.663, loss: 0.104901
step:    10480, time: 0.636, loss: 0.053109
step:    10500, time: 0.631, loss: 0.071979
step:    10520, time: 0.635, loss: 0.058837
step:    10540, time: 0.637, loss: 0.096863
step:    10560, time: 0.665, loss: 0.114458
step:    10580, time: 0.631, loss: 0.068285
step:    10600, time: 0.659, loss: 0.126160
step:    10620, time: 0.637, loss: 0.108357
step:    10640, time: 0.636, loss: 0.080615
step:    10660, time: 0.685, loss: 0.100310
step:    10680, time: 0.641, loss: 0.070456
step:    10700, time: 0.641, loss: 0.091227
step:    10720, time: 0.638, loss: 0.071120
step:    10740, time: 0.640, loss: 0.058894
step:    10760, time: 0.675, loss: 0.064438
step:    10780, time: 0.667, loss: 0.088037
step:    10800, time: 0.666, loss: 0.053912
step:    10820, time: 0.658, loss: 0.092578
step:    10840, time: 0.668, loss: 0.110580
step:    10860, time: 0.649, loss: 0.101990
step:    10880, time: 0.645, loss: 0.071091
step:    10900, time: 0.648, loss: 0.112276
step:    10920, time: 0.662, loss: 0.059506
step:    10940, time: 0.622, loss: 0.092939
step:    10960, time: 0.616, loss: 0.074636
step:    10980, time: 0.673, loss: 0.111686
step:    11000, time: 0.652, loss: 0.057919
step:    11020, time: 0.635, loss: 0.073211
step:    11040, time: 0.638, loss: 0.088030
step:    11060, time: 0.645, loss: 0.108385
step:    11080, time: 0.621, loss: 0.092807
step:    11100, time: 0.636, loss: 0.072344
step:    11120, time: 0.639, loss: 0.111538
step:    11140, time: 0.624, loss: 0.044129
step:    11160, time: 0.648, loss: 0.080920
step:    11180, time: 0.644, loss: 0.044605
step:    11200, time: 0.687, loss: 0.096046
step:    11220, time: 0.642, loss: 0.105414
step:    11240, time: 0.662, loss: 0.061947
step:    11260, time: 0.653, loss: 0.077054
step:    11280, time: 0.633, loss: 0.071077
step:    11300, time: 0.653, loss: 0.091953
step:    11320, time: 0.652, loss: 0.081284
step:    11340, time: 0.678, loss: 0.186970
step:    11360, time: 0.645, loss: 0.076595
step:    11380, time: 0.633, loss: 0.085513
step:    11400, time: 0.619, loss: 0.093227
step:    11420, time: 0.675, loss: 0.072671
step:    11440, time: 0.638, loss: 0.102283
step:    11460, time: 0.632, loss: 0.077063
step:    11480, time: 0.667, loss: 0.077282
step:    11500, time: 0.623, loss: 0.097620
step:    11520, time: 0.638, loss: 0.062398
step:    11540, time: 0.633, loss: 0.071431
step:    11560, time: 0.680, loss: 0.214415
step:    11580, time: 0.640, loss: 0.045390
step:    11600, time: 0.644, loss: 0.101526
step:    11620, time: 0.618, loss: 0.081262
step:    11640, time: 0.667, loss: 0.167403
step:    11660, time: 0.620, loss: 0.046727
step:    11680, time: 0.643, loss: 0.077628
step:    11700, time: 0.629, loss: 0.088498
step:    11720, time: 0.653, loss: 0.119317
step:    11740, time: 0.642, loss: 0.085281
step:    11760, time: 0.645, loss: 0.130896
step:    11780, time: 0.654, loss: 0.108738
step:    11800, time: 0.633, loss: 0.086483
step:    11820, time: 0.648, loss: 0.112381
step:    11840, time: 0.633, loss: 0.112848
step:    11860, time: 0.630, loss: 0.107196
step:    11880, time: 0.668, loss: 0.092074
step:    11900, time: 0.655, loss: 0.093978
step:    11920, time: 0.657, loss: 0.104771
step:    11940, time: 0.631, loss: 0.086233
step:    11960, time: 0.625, loss: 0.038517
step:    11980, time: 0.622, loss: 0.055431
step:    12000, time: 0.655, loss: 0.099778
step:    12020, time: 0.650, loss: 0.086836
step:    12040, time: 0.642, loss: 0.071805
step:    12060, time: 0.638, loss: 0.094938
step:    12080, time: 0.624, loss: 0.113621
step:    12100, time: 0.666, loss: 0.089457
step:    12120, time: 0.649, loss: 0.067785
step:    12140, time: 0.694, loss: 0.059142
step:    12160, time: 0.668, loss: 0.096206
step:    12180, time: 0.649, loss: 0.091651
step:    12200, time: 0.647, loss: 0.047484
step:    12220, time: 0.651, loss: 0.108328
step:    12240, time: 0.653, loss: 0.108844
step:    12260, time: 0.645, loss: 0.075420
step:    12280, time: 0.638, loss: 0.132307
step:    12300, time: 0.640, loss: 0.046965
step:    12320, time: 0.645, loss: 0.097175
step:    12340, time: 0.630, loss: 0.068116
